parent_id,child_level,text,text1,tag,class,nh,font_size,align,font_famliy,margin_bottom,margin_left,margin_right,margin_top,text_indent,marign,x_ind,file_id,text_raw,rel_parent_id,max_font_size,min_font_size,rel_font_size,child_level_max,rel_child_level,sentence_case,title_case,upper_case,lower_case,no_text,startswthnum,dots,word_len,id
2,2,theleadiirwavepeaktimecriterion,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,", the lead II R-wave-peak-time criterion",0.08333333333333333,12.0,11.0,1,2,1.0,1,0,0,0,0,0,0,8,theleadiirwavepeaktimecriterion
2,2,4,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,4,0.08333333333333333,12.0,11.0,1,2,1.0,0,0,0,0,1,1,0,1,4
2,2,andgriffithalgorithm,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001, and Griffith algorithm.,0.08333333333333333,12.0,11.0,1,2,1.0,1,0,0,0,0,0,0,3,andgriffithalgorithm
2,2,5,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,5,0.08333333333333333,12.0,11.0,1,2,1.0,0,0,0,0,1,1,0,1,5
2,2,recentlymathematicallogisticregressionmodelsthewctformulathewctformulaiivtpredictionmodel,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001," Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)",0.08333333333333333,12.0,11.0,1,2,1.0,1,0,0,0,0,0,0,15,recentlymathematicallogisticregressionmodelsthewct
2,2,6,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,6,0.08333333333333333,12.0,11.0,1,2,1.0,0,0,0,0,1,1,0,1,6
2,2,78,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"7,8",0.08333333333333333,12.0,11.0,1,2,1.0,0,0,0,0,1,1,0,2,78
2,2,forimplementationincomputerizedecginterpretationsoftwarehavealsobeendevelopedwehadobservedinourpatientpopulationthatpresenceofpathologicqwavesqwave40msinwidthand25oftheqrsamplitudeininferiorleadsiiiiiandavfinawctcorrelatedwithadiagnosisofvtbutcomparativeaccuracywithotherwellestablishedalgorithmshavenotbeenrigorouslystudiedwesoughttoexaminetwoqwavecriteriaqwcaandqwcbindifferentiatingwctsusingthepresenceorabsenceofspecificqwavepatternsininferiorleadswealsocompareditsdiagnosticaccuracytothewellvalidatedbrugadaalgorithm,"Wide complex tachycardia (WCT), defined as a cardiac rhythm with a QRS width of >120ms and heart rate of >100 bpm, often presents as a diagnostic challenge. The differential diagnosis for WCT includes ventricular tachycardia (VT), supraventricular tachycardia with aberration (SVT-A) and pre-excited tachycardia. Different algorithms and criteria have been developed to aid electrocardiographic differentiation of VT and SVT-A.1 The most commonly used criteria include the Brugada algorithm2, the aVR ‘Vereckei’ algorithm3, the lead II R-wave-peak-time criterion4 and Griffith algorithm.5 Recently, mathematical logistic regression models (The WCT formula ,The WCT formula II, VT prediction Model)6,7,8 for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001," for implementation in computerized ECG interpretation software have also been developed. We had observed in our patient population that presence of ‘pathologic’ Q waves (Q wave >40ms in width and >25% of the QRS amplitude) in inferior leads (II, III and aVF) in a WCT correlated with a diagnosis of VT. But comparative accuracy with other well-established algorithms have not been rigorously studied. We sought to examine two Q-wave criteria (QWC-A and QWC-B) in differentiating WCTs using the presence or absence of specific Q wave patterns in inferior leads. We also compared its diagnostic accuracy to the well-validated Brugada algorithm.",0.08333333333333333,12.0,11.0,1,2,1.0,0,0,0,0,0,0,0,105,forimplementationincomputerizedecginterpretationso
3,1,2methods,first_level,p,Heading1,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,2. METHODS,0.125,12.0,11.0,0,3,0.33,0,0,1,0,0,1,1,2,2methods
3,2,2methods,2. METHODS,b,Heading1,p_b_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,2. METHODS,0.125,12.0,11.0,0,3,0.67,0,0,1,0,0,1,1,2,2methods
3,3,2methods,2. METHODS,span,Heading1,p_b_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,2. METHODS,0.125,12.0,11.0,1,3,1.0,0,0,1,0,0,1,1,2,2methods
4,1,datacollectionandstudydesign,first_level,p,Heading2,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Data collection and Study Design,0.16666666666666666,12.0,11.0,0,4,0.25,1,0,0,0,0,0,0,5,datacollectionandstudydesign
4,2,datacollectionandstudydesign,Data collection and Study Design,b,Heading2,p_b_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Data collection and Study Design,0.16666666666666666,12.0,11.0,0,4,0.5,1,0,0,0,0,0,0,5,datacollectionandstudydesign
4,3,datacollectionandstudydesign,Data collection and Study Design,i,Heading2,p_b_i_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Data collection and Study Design,0.16666666666666666,12.0,11.0,0,4,0.75,1,0,0,0,0,0,0,5,datacollectionandstudydesign
4,4,datacollectionandstudydesign,Data collection and Study Design,span,Heading2,p_b_i_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,Data collection and Study Design,0.16666666666666666,12.0,11.0,1,4,1.0,1,0,0,0,0,0,0,5,datacollectionandstudydesign
5,1,inaretrospectivedesignwestudiedalltheecgsthatwerelabelledaswidecomplextachycardiawctbythemuseecgreportingsystemgehealthcareoftheuniversityofarkansasformedicalscienceslittlerockarusafromjune2009december2016onlyadultsubjectsage18yearswereincludedinthestudywemanuallyexcludedecgsthatwereincorrectlylabelledbythereportingsystemaswidecomplextachycardiaifqrsdurationwas120msorheartrate100bpmecgswithpacedrhythmsartifactsandduplicationsthestudyprotocolwasapprovedbyinstitutionalreviewboard,first_level,p,,p_,11.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"In a retrospective design, we studied all the ECGs that were labelled as wide complex tachycardia (WCT) by the MUSE ECG reporting system (GE HealthCare) of the University of Arkansas for Medical Sciences, Little rock, AR, U.S.A from June 2009 - December 2016. Only adult subjects (age>18years) were included in the study. We manually excluded ECGs that were incorrectly labelled by the reporting system as wide complex tachycardia (if QRS duration was <120ms or heart rate <100bpm), ECGs with paced rhythms, artifacts and duplications. The study protocol was approved by institutional review board.",0.20833333333333334,12.0,11.0,0,3,0.33,0,0,0,0,0,0,0,95,inaretrospectivedesignwestudiedalltheecgsthatwerel
5,2,inaretrospectivedesignwestudiedalltheecgsthatwerelabelledaswidecomplextachycardiawctbythemuseecgreportingsystemgehealthcareoftheuniversityofarkansasformedicalscienceslittlerockarusafromjune2009december2016onlyadultsubjectsage18yearswereincludedinthestudywemanuallyexcludedecgsthatwereincorrectlylabelledbythereportingsystemaswidecomplextachycardiaifqrsdurationwas120msorheartrate100bpmecgswithpacedrhythmsartifactsandduplicationsthestudyprotocolwasapprovedbyinstitutionalreviewboard,"In a retrospective design, we studied all the ECGs that were labelled as wide complex tachycardia (WCT) by the MUSE ECG reporting system (GE HealthCare) of the University of Arkansas for Medical Sciences, Little rock, AR, U.S.A from June 2009 - December 2016. Only adult subjects (age>18years) were included in the study. We manually excluded ECGs that were incorrectly labelled by the reporting system as wide complex tachycardia (if QRS duration was <120ms or heart rate <100bpm), ECGs with paced rhythms, artifacts and duplications. The study protocol was approved by institutional review board.",span,,p_span_,12.0,,"'Calibri',sans-serif",0.0,0.0,0.0,0.0,,,1,0001,"In a retrospective design, we studied all the ECGs that were labelled as wide complex tachycardia (WCT) by the MUSE ECG reporting system (GE HealthCare) of the University of Arkansas for Medical Sciences, Little rock, AR, U.S.A from June 2009 - December 2016. Only adult subjects (age>18years) were included in the study. We manually excluded ECGs that were incorrectly labelled by the reporting system as wide complex tachycardia (if QRS duration was <120ms or heart rate <100bpm), ECGs with paced rhythms, artifacts and duplications. The study protocol was approved by institutional review board.",0.20833333333333334,12.0,11.0,1,3,0.67,0,0,0,0,0,0,0,95,inaretrospectivedesignwestudiedalltheecgsthatwerel
